time_s;vx;vel_smo.get_vx();vy;vel_smo.get_vy();wz;vel_smo.get_wz();phase[0].get_state();phase[1].get_state();phase[2].get_state();phase[3].get_state();phase[0].is_centered();phase[1].is_centered();phase[2].is_centered();phase[3].is_centered()
3.61833;0.2;0.1;0;0.0379988;2;0.931593;0;1;0;1;0;0;0;0
3.62133;0.2;0.1;0;0.0376987;2;0.936093;1;1;1;1;0;0;0;0
3.62433;0.2;0.1;0;0.0373987;2;0.940594;1;1;1;1;0;0;0;0
3.62733;0.2;0.1;0;0.0370987;2;0.945094;1;1;1;1;0;0;0;0
3.63033;0.2;0.1;0;0.0367986;2;0.949595;1;0;1;0;0;0;0;0
3.63333;0.2;0.1;0;0.0364986;2;0.954095;1;0;1;0;0;0;0;0
3.63633;0.2;0.1;0;0.0361986;2;0.958596;1;0;1;0;0;0;0;0
3.63933;0.2;0.1;0;0.0358985;2;0.963096;1;0;1;0;0;0;0;0
3.64233;0.2;0.1;0;0.0355985;2;0.967597;1;0;1;0;0;0;0;0
3.64533;0.2;0.1;0;0.0352985;2;0.972097;1;0;1;0;0;0;0;0
3.64833;0.2;0.1;0;0.0349984;2;0.976597;1;0;1;0;0;0;0;0
3.65133;0.2;0.1;0;0.0346984;2;0.981098;1;0;1;0;0;0;0;0
3.65433;0.2;0.1;0;0.0343984;2;0.985598;1;0;1;0;0;0;0;0
3.65733;0.2;0.1;0;0.0340983;2;0.990099;1;0;1;0;0;0;0;0
3.66033;0.2;0.1;0;0.0337983;2;0.994599;1;0;1;0;0;0;0;0
3.66333;0.2;0.1;0;0.0334983;2;0.9991;1;0;1;0;0;0;0;0
3.66633;0.2;0.1;0;0.0331983;2;1.0036;1;0;1;0;0;0;0;0
3.66933;0.2;0.1;0;0.0328982;2;1.0081;1;0;1;0;0;0;0;0
3.67233;0.2;0.1;0;0.0325982;2;1.0126;1;0;1;0;0;0;0;0
3.67533;0.2;0.1;0;0.0322982;2;1.0171;1;0;1;0;0;0;0;0
3.67833;0.2;0.1;0;0.0319981;2;1.0216;1;0;1;0;0;0;0;0
3.68133;0.2;0.1;0;0.0316981;2;1.0261;1;0;1;0;0;0;0;0
3.68433;0.2;0.1;0;0.0313981;2;1.0306;1;0;1;0;0;0;0;0
3.68733;0.2;0.1;0;0.031098;2;1.0351;1;0;1;0;0;0;0;0
3.69034;0.2;0.1;0;0.030798;2;1.0396;1;0;1;0;0;0;0;0
3.69334;0.2;0.1;0;0.030498;2;1.0441;1;0;1;0;0;0;0;0
3.69634;0.2;0.1;0;0.030198;2;1.04861;1;0;1;0;0;0;0;0
3.69934;0.2;0.1;0;0.0298979;2;1.05311;1;0;1;0;0;0;0;0
3.70234;0.2;0.1;0;0.0295979;2;1.05761;1;0;1;0;0;0;0;0
3.70534;0.2;0.1;0;0.0292979;2;1.06211;1;0;1;0;0;0;0;0
3.70834;0.2;0.1;0;0.0289978;2;1.06661;1;0;1;0;0;0;0;0
3.71134;0.2;0.1;0;0.0286978;2;1.07111;1;0;1;0;0;0;0;0
3.71434;0.2;0.1;0;0.0283978;2;1.07561;1;0;1;0;0;0;0;0
3.71734;0.2;0.1;0;0.0280977;2;1.08011;1;0;1;0;0;0;0;0
3.72034;0.2;0.1;0;0.0277977;2;1.08461;1;0;1;0;0;0;0;0
3.72334;0.2;0.1;0;0.0274977;2;1.08911;1;0;1;0;0;0;0;0
3.72634;0.2;0.1;0;0.0271977;2;1.09361;1;0;1;0;0;0;0;0
3.72934;0.2;0.1;0;0.0268976;2;1.09811;1;0;1;0;0;0;0;0
3.73234;0.2;0.1;0;0.0265976;2;1.10261;1;0;1;0;0;0;0;0
3.73534;0.2;0.1;0;0.0262976;2;1.10711;1;0;1;0;0;0;0;0
3.73834;0.2;0.1;0;0.0259975;2;1.11161;1;0;1;0;0;0;0;0
3.74134;0.2;0.1;0;0.0256975;2;1.11611;1;0;1;0;0;0;0;0
3.74434;0.2;0.1;0;0.0253975;2;1.12061;1;0;1;0;0;0;0;0
3.74734;0.2;0.1;0;0.0250975;2;1.12511;1;0;1;0;0;0;0;0
3.75034;0.2;0.1;0;0.0247974;2;1.12961;1;0;1;0;1;1;1;1
3.75334;0.2;0.1;0;0.0244974;2;1.13411;1;0;1;0;0;0;0;0
3.75634;0.2;0.1;0;0.0241974;2;1.13862;1;0;1;0;0;0;0;0
3.75934;0.2;0.1;0;0.0238973;2;1.14312;1;0;1;0;0;0;0;0
3.76234;0.2;0.1;0;0.0235973;2;1.14762;1;0;1;0;0;0;0;0
3.76534;0.2;0.1;0;0.0232973;2;1.15212;1;0;1;0;0;0;0;0
3.76834;0.2;0.1;0;0.0229972;2;1.15662;1;0;1;0;0;0;0;0
3.77134;0.2;0.1;0;0.0226972;2;1.16112;1;0;1;0;0;0;0;0
3.77434;0.2;0.1;0;0.0223972;2;1.16562;1;0;1;0;0;0;0;0
3.77734;0.2;0.1;0;0.0220972;2;1.17012;1;0;1;0;0;0;0;0
3.78034;0.2;0.1;0;0.0217971;2;1.17462;1;0;1;0;0;0;0;0
3.78334;0.2;0.1;0;0.0214971;2;1.17912;1;0;1;0;0;0;0;0
3.78634;0.2;0.1;0;0.0211971;2;1.18362;1;0;1;0;0;0;0;0
3.78934;0.2;0.1;0;0.020897;2;1.18812;1;0;1;0;0;0;0;0
3.79234;0.2;0.1;0;0.020597;2;1.19262;1;0;1;0;0;0;0;0
3.79534;0.2;0.1;0;0.020297;2;1.19712;1;0;1;0;0;0;0;0
3.79834;0.2;0.1;0;0.019997;2;1.20162;1;0;1;0;0;0;0;0
3.80134;0.2;0.1;0;0.0196969;2;1.20612;1;0;1;0;0;0;0;0
3.80434;0.2;0.1;0;0.0193969;2;1.21062;1;0;1;0;0;0;0;0
3.80735;0.2;0.1;0;0.0190969;2;1.21512;1;0;1;0;0;0;0;0
3.81035;0.2;0.1;0;0.0187968;2;1.21962;1;0;1;0;0;0;0;0
3.81335;0.2;0.1;0;0.0184968;2;1.22413;1;0;1;0;0;0;0;0
3.81635;0.2;0.1;0;0.0181968;2;1.22863;1;0;1;0;0;0;0;0
3.81935;0.2;0.1;0;0.0178968;2;1.23313;1;0;1;0;0;0;0;0
3.82235;0.2;0.1;0;0.0175967;2;1.23763;1;0;1;0;0;0;0;0
3.82535;0.2;0.1;0;0.0172967;2;1.24213;1;0;1;0;0;0;0;0
3.82835;0.2;0.1;0;0.0169967;2;1.24663;1;0;1;0;0;0;0;0
3.83135;0.2;0.1;0;0.0166966;2;1.25113;1;0;1;0;0;0;0;0
3.83435;0.2;0.1;0;0.0163966;2;1.25563;1;0;1;0;0;0;0;0
3.83735;0.2;0.1;0;0.0160966;2;1.26013;1;0;1;0;0;0;0;0
3.84035;0.2;0.1;0;0.0157965;2;1.26463;1;0;1;0;0;0;0;0
3.84335;0.2;0.1;0;0.0154965;2;1.26913;1;0;1;0;0;0;0;0
3.84635;0.2;0.1;0;0.0151965;2;1.27363;1;0;1;0;0;0;0;0
3.84935;0.2;0.1;0;0.0148965;2;1.27813;1;0;1;0;0;0;0;0
3.85235;0.2;0.1;0;0.0145964;2;1.28263;1;0;1;0;0;0;0;0
3.85535;0.2;0.1;0;0.0142964;2;1.28713;1;0;1;0;0;0;0;0
3.85835;0.2;0.1;0;0.0139964;2;1.29163;1;0;1;0;0;0;0;0
3.86135;0.2;0.1;0;0.0136963;2;1.29613;1;0;1;0;0;0;0;0
3.86435;0.2;0.1;0;0.0133963;2;1.30063;1;0;1;0;0;0;0;0
3.86735;0.2;0.1;0;0.0130963;2;1.30513;1;0;1;0;0;0;0;0
3.87035;0.2;0.1;0;0.0127962;2;1.30963;1;1;1;1;0;0;0;0
3.87335;0.2;0.1;0;0.0124962;2;1.31414;1;1;1;1;0;0;0;0
3.87635;0.2;0.1;0;0.0121962;2;1.31864;1;1;1;1;0;0;0;0
3.87935;0.2;0.1;0;0.0118962;2;1.32314;1;1;1;1;0;0;0;0
3.88235;0.2;0.1;0;0.0115961;2;1.32764;0;1;0;1;0;0;0;0
3.88535;0.2;0.1;0;0.0112961;2;1.33214;0;1;0;1;0;0;0;0
3.88835;0.2;0.1;0;0.0109961;2;1.33664;0;1;0;1;0;0;0;0
3.89135;0.2;0.1;0;0.010696;2;1.34114;0;1;0;1;0;0;0;0
3.89435;0.2;0.1;0;0.010396;2;1.34564;0;1;0;1;0;0;0;0
3.89735;0.2;0.1;0;0.010096;2;1.35014;0;1;0;1;0;0;0;0
3.90035;0.2;0.1;0;0.00979594;2;1.35464;0;1;0;1;0;0;0;0
3.90335;0.2;0.1;0;0.00949591;2;1.35914;0;1;0;1;0;0;0;0
3.90635;0.2;0.1;0;0.00919588;2;1.36364;0;1;0;1;0;0;0;0
3.90935;0.2;0.1;0;0.00889585;2;1.36814;0;1;0;1;0;0;0;0
3.91235;0.2;0.1;0;0.00859582;2;1.37264;0;1;0;1;0;0;0;0
3.91535;0.2;0.1;0;0.00829579;2;1.37714;0;1;0;1;0;0;0;0
3.91835;0.2;0.1;0;0.00799576;2;1.38164;0;1;0;1;0;0;0;0
3.92136;0.2;0.1;0;0.00769573;2;1.38614;0;1;0;1;0;0;0;0
3.92436;0.2;0.1;0;0.0073957;2;1.39064;0;1;0;1;0;0;0;0
3.92736;0.2;0.1;0;0.00709567;2;1.39514;0;1;0;1;0;0;0;0
3.93036;0.2;0.1;0;0.00679564;2;1.39964;0;1;0;1;0;0;0;0
3.93336;0.2;0.1;0;0.00649561;2;1.40415;0;1;0;1;0;0;0;0
3.93636;0.2;0.1;0;0.00619558;2;1.40865;0;1;0;1;0;0;0;0
3.93936;0.2;0.1;0;0.00589555;2;1.41315;0;1;0;1;0;0;0;0
3.94236;0.2;0.1;0;0.00559552;2;1.41765;0;1;0;1;0;0;0;0
3.94536;0.2;0.1;0;0.00529549;2;1.42215;0;1;0;1;0;0;0;0
3.94836;0.2;0.1;0;0.00499546;2;1.42665;0;1;0;1;0;0;0;0
3.95136;0.2;0.1;0;0.00469543;2;1.43115;0;1;0;1;0;0;0;0
3.95436;0.2;0.1;0;0.0043954;2;1.43565;0;1;0;1;0;0;0;0
3.95736;0.2;0.1;0;0.00409537;2;1.44015;0;1;0;1;0;0;0;0
3.96036;0.2;0.1;0;0.00379534;2;1.44465;0;1;0;1;0;0;0;0
3.96336;0.2;0.1;0;0.00349531;2;1.44915;0;1;0;1;0;0;0;0
3.96636;0.2;0.1;0;0.00319528;2;1.45365;0;1;0;1;0;0;0;0
3.96936;0.2;0.1;0;0.00289525;2;1.45815;0;1;0;1;0;0;0;0
3.97236;0.2;0.1;0;0.00259522;2;1.46265;0;1;0;1;0;0;0;0
3.97536;0.2;0.1;0;0.00229519;2;1.46715;0;1;0;1;0;0;0;0
3.97836;0.2;0.1;0;0.00199516;2;1.47165;0;1;0;1;0;0;0;0
3.98136;0.2;0.1;0;0.00169513;2;1.47615;0;1;0;1;0;0;0;0
3.98436;0.2;0.1;0;0.0013951;2;1.48065;0;1;0;1;0;0;0;0
3.98736;0.2;0.1;0;0.00109507;2;1.48515;0;1;0;1;0;0;0;0
3.99036;0.2;0.1;0;0.000795037;2;1.48966;0;1;0;1;0;0;0;0
3.99336;0.2;0.1;0;0.000495007;2;1.49416;0;1;0;1;0;0;0;0
3.99636;0.2;0.1;0;0.000194977;2;1.49866;0;1;0;1;0;0;0;0
3.99936;0.2;0.1;0;0;2;1.5;0;1;0;1;0;0;0;0
4.00236;0.2;0.1;0;0;0;1.4955;0;1;0;1;1;1;1;1
4.00536;0.2;0.1;0;0;0;1.491;0;1;0;1;0;0;0;0
4.00836;0.2;0.1;0;0;0;1.4865;0;1;0;1;0;0;0;0
4.01136;0.2;0.1;0;0;0;1.482;0;1;0;1;0;0;0;0
4.01436;0.2;0.1;0;0;0;1.4775;0;1;0;1;0;0;0;0
4.01736;0.2;0.1;0;0;0;1.473;0;1;0;1;0;0;0;0
4.02036;0.2;0.1;0;0;0;1.4685;0;1;0;1;0;0;0;0
4.02336;0.2;0.1;0;0;0;1.464;0;1;0;1;0;0;0;0
4.02636;0.2;0.1;0;0;0;1.4595;0;1;0;1;0;0;0;0
4.02936;0.2;0.1;0;0;0;1.45499;0;1;0;1;0;0;0;0
4.03236;0.2;0.1;0;0;0;1.45049;0;1;0;1;0;0;0;0
4.03537;0.2;0.1;0;0;0;1.44599;0;1;0;1;0;0;0;0
4.03837;0.2;0.1;0;0;0;1.44149;0;1;0;1;0;0;0;0
4.04137;0.2;0.1;0;0;0;1.43699;0;1;0;1;0;0;0;0
4.04437;0.2;0.1;0;0;0;1.43249;0;1;0;1;0;0;0;0
4.04737;0.2;0.1;0;0;0;1.42799;0;1;0;1;0;0;0;0
4.05037;0.2;0.1;0;0;0;1.42349;0;1;0;1;0;0;0;0
4.05337;0.2;0.1;0;0;0;1.41899;0;1;0;1;0;0;0;0
4.05637;0.2;0.1;0;0;0;1.41449;0;1;0;1;0;0;0;0
4.05937;0.2;0.1;0;0;0;1.40999;0;1;0;1;0;0;0;0
4.06237;0.2;0.1;0;0;0;1.40549;0;1;0;1;0;0;0;0
4.06537;0.2;0.1;0;0;0;1.40099;0;1;0;1;0;0;0;0
4.06837;0.2;0.1;0;0;0;1.39649;0;1;0;1;0;0;0;0
4.07137;0.2;0.1;0;0;0;1.39199;0;1;0;1;0;0;0;0
4.07437;0.2;0.1;0;0;0;1.38749;0;1;0;1;0;0;0;0
4.07737;0.2;0.1;0;0;0;1.38299;0;1;0;1;0;0;0;0
4.08037;0.2;0.1;0;0;0;1.37849;0;1;0;1;0;0;0;0
4.08337;0.2;0.1;0;0;0;1.37399;0;1;0;1;0;0;0;0
4.08637;0.2;0.1;0;0;0;1.36949;0;1;0;1;0;0;0;0
4.08937;0.2;0.1;0;0;0;1.36498;0;1;0;1;0;0;0;0
4.09237;0.2;0.1;0;0;0;1.36048;0;1;0;1;0;0;0;0
4.09537;0.2;0.1;0;0;0;1.35598;0;1;0;1;0;0;0;0
4.09837;0.2;0.1;0;0;0;1.35148;0;1;0;1;0;0;0;0
4.10137;0.2;0.1;0;0;0;1.34698;0;1;0;1;0;0;0;0
4.10437;0.2;0.1;0;0;0;1.34248;0;1;0;1;0;0;0;0
4.10737;0.2;0.1;0;0;0;1.33798;0;1;0;1;0;0;0;0
4.11037;0.2;0.1;0;0;0;1.33348;0;1;0;1;0;0;0;0
4.11337;0.2;0.1;0;0;0;1.32898;0;1;0;1;0;0;0;0
4.11637;0.2;0.1;0;0;0;1.32448;0;1;0;1;0;0;0;0
4.11937;0.2;0.1;0;0;0;1.31998;0;1;0;1;0;0;0;0
4.12237;0.2;0.1;0;0;0;1.31548;1;1;1;1;0;0;0;0
4.12537;0.2;0.1;0;0;0;1.31098;1;1;1;1;0;0;0;0
4.12837;0.2;0.1;0;0;0;1.30648;1;1;1;1;0;0;0;0
4.13137;0.2;0.1;0;0;0;1.30198;1;0;1;0;0;0;0;0
4.13437;0.2;0.1;0;0;0;1.29748;1;0;1;0;0;0;0;0
4.13737;0.2;0.1;0;0;0;1.29298;1;0;1;0;0;0;0;0
4.14037;0.2;0.1;0;0;0;1.28848;1;0;1;0;0;0;0;0
4.14337;0.2;0.1;0;0;0;1.28398;1;0;1;0;0;0;0;0
4.14637;0.2;0.1;0;0;0;1.27948;1;0;1;0;0;0;0;0
4.14937;0.2;0.1;0;0;0;1.27497;1;0;1;0;0;0;0;0
4.15238;0.2;0.1;0;0;0;1.27047;1;0;1;0;0;0;0;0
4.15538;0.2;0.1;0;0;0;1.26597;1;0;1;0;0;0;0;0
4.15838;0.2;0.1;0;0;0;1.26147;1;0;1;0;0;0;0;0
4.16138;0.2;0.1;0;0;0;1.25697;1;0;1;0;0;0;0;0
4.16438;0.2;0.1;0;0;0;1.25247;1;0;1;0;0;0;0;0
4.16738;0.2;0.1;0;0;0;1.24797;1;0;1;0;0;0;0;0
4.17038;0.2;0.1;0;0;0;1.24347;1;0;1;0;0;0;0;0
4.17338;0.2;0.1;0;0;0;1.23897;1;0;1;0;0;0;0;0
4.17638;0.2;0.1;0;0;0;1.23447;1;0;1;0;0;0;0;0
4.17938;0.2;0.1;0;0;0;1.22997;1;0;1;0;0;0;0;0
4.18238;0.2;0.1;0;0;0;1.22547;1;0;1;0;0;0;0;0
4.18538;0.2;0.1;0;0;0;1.22097;1;0;1;0;0;0;0;0
4.18838;0.2;0.1;0;0;0;1.21647;1;0;1;0;0;0;0;0
4.19138;0.2;0.1;0;0;0;1.21197;1;0;1;0;0;0;0;0
4.19438;0.2;0.1;0;0;0;1.20747;1;0;1;0;0;0;0;0
4.19738;0.2;0.1;0;0;0;1.20297;1;0;1;0;0;0;0;0
4.20038;0.2;0.1;0;0;0;1.19847;1;0;1;0;0;0;0;0
4.20338;0.2;0.1;0;0;0;1.19397;1;0;1;0;0;0;0;0
4.20638;0.2;0.1;0;0;0;1.18946;1;0;1;0;0;0;0;0
4.20938;0.2;0.1;0;0;0;1.18496;1;0;1;0;0;0;0;0
4.21238;0.2;0.1;0;0;0;1.18046;1;0;1;0;0;0;0;0
4.21538;0.2;0.1;0;0;0;1.17596;1;0;1;0;0;0;0;0
4.21838;0.2;0.1;0;0;0;1.17146;1;0;1;0;0;0;0;0
4.22138;0.2;0.1;0;0;0;1.16696;1;0;1;0;0;0;0;0
4.22438;0.2;0.1;0;0;0;1.16246;1;0;1;0;0;0;0;0
4.22738;0.2;0.1;0;0;0;1.15796;1;0;1;0;0;0;0;0
4.23038;0.2;0.1;0;0;0;1.15346;1;0;1;0;0;0;0;0
4.23338;0.2;0.1;0;0;0;1.14896;1;0;1;0;0;0;0;0
4.23638;0.2;0.1;0;0;0;1.14446;1;0;1;0;0;0;0;0
4.23938;0.2;0.1;0;0;0;1.13996;1;0;1;0;0;0;0;0
4.24238;0.2;0.1;0;0;0;1.13546;1;0;1;0;0;0;0;0
4.24538;0.2;0.1;0;0;0;1.13096;1;0;1;0;0;0;0;0
4.24838;0.2;0.1;0;0;0;1.12646;1;0;1;0;0;0;0;0
4.25138;0.2;0.1;0;0;0;1.12196;1;0;1;0;1;1;1;1
4.25438;0.2;0.1;0;0;0;1.11746;1;0;1;0;0;0;0;0
4.25738;0.2;0.1;0;0;0;1.11296;1;0;1;0;0;0;0;0
4.26038;0.2;0.1;0;0;0;1.10846;1;0;1;0;0;0;0;0
4.26338;0.2;0.1;0;0;0;1.10396;1;0;1;0;0;0;0;0
4.26639;0.2;0.1;0;0;0;1.09945;1;0;1;0;0;0;0;0
4.26939;0.2;0.1;0;0;0;1.09495;1;0;1;0;0;0;0;0
4.27239;0.2;0.1;0;0;0;1.09045;1;0;1;0;0;0;0;0
4.27539;0.2;0.1;0;0;0;1.08595;1;0;1;0;0;0;0;0
4.27839;0.2;0.1;0;0;0;1.08145;1;0;1;0;0;0;0;0
4.28139;0.2;0.1;0;0;0;1.07695;1;0;1;0;0;0;0;0
4.28439;0.2;0.1;0;0;0;1.07245;1;0;1;0;0;0;0;0
4.28739;0.2;0.1;0;0;0;1.06795;1;0;1;0;0;0;0;0
4.29039;0.2;0.1;0;0;0;1.06345;1;0;1;0;0;0;0;0
4.29339;0.2;0.1;0;0;0;1.05895;1;0;1;0;0;0;0;0
4.29639;0.2;0.1;0;0;0;1.05445;1;0;1;0;0;0;0;0
4.29939;0.2;0.1;0;0;0;1.04995;1;0;1;0;0;0;0;0
4.30239;0.2;0.1;0;0;0;1.04545;1;0;1;0;0;0;0;0
4.30539;0.2;0.1;0;0;0;1.04095;1;0;1;0;0;0;0;0
4.30839;0.2;0.1;0;0;0;1.03645;1;0;1;0;0;0;0;0
4.31139;0.2;0.1;0;0;0;1.03195;1;0;1;0;0;0;0;0
4.31439;0.2;0.1;0;0;0;1.02745;1;0;1;0;0;0;0;0
4.31739;0.2;0.1;0;0;0;1.02295;1;0;1;0;0;0;0;0
4.32039;0.2;0.1;0;0;0;1.01845;1;0;1;0;0;0;0;0
4.32339;0.2;0.1;0;0;0;1.01395;1;0;1;0;0;0;0;0
4.32639;0.2;0.1;0;0;0;1.00944;1;0;1;0;0;0;0;0
4.32939;0.2;0.1;0;0;0;1.00494;1;0;1;0;0;0;0;0
4.33239;0.2;0.1;0;0;0;1.00044;1;0;1;0;0;0;0;0
4.33539;0.2;0.1;0;0;0;0.995943;1;0;1;0;0;0;0;0
4.33839;0.2;0.1;0;0;0;0.991443;1;0;1;0;0;0;0;0
4.34139;0.2;0.1;0;0;0;0.986942;1;0;1;0;0;0;0;0
4.34439;0.2;0.1;0;0;0;0.982442;1;0;1;0;0;0;0;0
4.34739;0.2;0.1;0;0;0;0.977941;1;0;1;0;0;0;0;0
4.35039;0.2;0.1;0;0;0;0.973441;1;0;1;0;0;0;0;0
4.35339;0.2;0.1;0;0;0;0.96894;1;0;1;0;0;0;0;0
4.35639;0.2;0.1;0;0;0;0.96444;1;0;1;0;0;0;0;0
4.35939;0.2;0.1;0;0;0;0.95994;1;0;1;0;0;0;0;0
4.36239;0.2;0.1;0;0;0;0.955439;1;0;1;0;0;0;0;0
4.36539;0.2;0.1;0;0;0;0.950939;1;0;1;0;0;0;0;0
4.36839;0.2;0.1;0;0;0;0.946438;1;0;1;0;0;0;0;0
4.37139;0.2;0.1;0;0;0;0.941938;1;1;1;1;0;0;0;0
4.37439;0.2;0.1;0;0;0;0.937437;1;1;1;1;0;0;0;0
4.37739;0.2;0.1;0;0;0;0.932937;1;1;1;1;0;0;0;0
4.38039;0.2;0.1;0;0;0;0.928436;0;1;0;1;0;0;0;0
4.3834;0.2;0.1;0;0;0;0.923936;0;1;0;1;0;0;0;0
4.3864;0.2;0.1;0;0;0;0.919436;0;1;0;1;0;0;0;0
4.3894;0.2;0.1;0;0;0;0.914935;0;1;0;1;0;0;0;0
4.3924;0.2;0.1;0;0;0;0.910435;0;1;0;1;0;0;0;0
4.3954;0.2;0.1;0;0;0;0.905934;0;1;0;1;0;0;0;0
4.3984;0.2;0.1;0;0;0;0.901434;0;1;0;1;0;0;0;0
4.4014;0.2;0.1;0;0;0;0.896933;0;1;0;1;0;0;0;0
4.4044;0.2;0.1;0;0;0;0.892433;0;1;0;1;0;0;0;0
4.4074;0.2;0.1;0;0;0;0.887932;0;1;0;1;0;0;0;0
4.4104;0.2;0.1;0;0;0;0.883432;0;1;0;1;0;0;0;0
4.4134;0.2;0.1;0;0;0;0.878931;0;1;0;1;0;0;0;0
4.4164;0.2;0.1;0;0;0;0.874431;0;1;0;1;0;0;0;0
4.4194;0.2;0.1;0;0;0;0.869931;0;1;0;1;0;0;0;0
4.4224;0.2;0.1;0;0;0;0.86543;0;1;0;1;0;0;0;0
4.4254;0.2;0.1;0;0;0;0.86093;0;1;0;1;0;0;0;0
4.4284;0.2;0.1;0;0;0;0.856429;0;1;0;1;0;0;0;0
4.4314;0.2;0.1;0;0;0;0.851929;0;1;0;1;0;0;0;0
4.4344;0.2;0.1;0;0;0;0.847428;0;1;0;1;0;0;0;0
4.4374;0.2;0.1;0;0;0;0.842928;0;1;0;1;0;0;0;0
4.4404;0.2;0.1;0;0;0;0.838427;0;1;0;1;0;0;0;0
4.4434;0.2;0.1;0;0;0;0.833927;0;1;0;1;0;0;0;0
4.4464;0.2;0.1;0;0;0;0.829427;0;1;0;1;0;0;0;0
4.4494;0.2;0.1;0;0;0;0.824926;0;1;0;1;0;0;0;0
4.4524;0.2;0.1;0;0;0;0.820426;0;1;0;1;0;0;0;0
4.4554;0.2;0.1;0;0;0;0.815925;0;1;0;1;0;0;0;0
4.4584;0.2;0.1;0;0;0;0.811425;0;1;0;1;0;0;0;0
4.4614;0.2;0.1;0;0;0;0.806924;0;1;0;1;0;0;0;0
4.4644;0.2;0.1;0;0;0;0.802424;0;1;0;1;0;0;0;0
4.4674;0.2;0.1;0;0;0;0.797923;0;1;0;1;0;0;0;0
4.4704;0.2;0.1;0;0;0;0.793423;0;1;0;1;0;0;0;0
4.4734;0.2;0.1;0;0;0;0.788922;0;1;0;1;0;0;0;0
4.4764;0.2;0.1;0;0;0;0.784422;0;1;0;1;0;0;0;0
4.4794;0.2;0.1;0;0;0;0.779922;0;1;0;1;0;0;0;0
4.4824;0.2;0.1;0;0;0;0.775421;0;1;0;1;0;0;0;0
4.4854;0.2;0.1;0;0;0;0.770921;0;1;0;1;0;0;0;0
4.4884;0.2;0.1;0;0;0;0.76642;0;1;0;1;0;0;0;0
4.4914;0.2;0.1;0;0;0;0.76192;0;1;0;1;0;0;0;0
4.4944;0.2;0.1;0;0;0;0.757419;0;1;0;1;0;0;0;0
4.49741;0.2;0.1;0;0;0;0.752919;0;1;0;1;0;0;0;0
4.50041;0;0.0997;0;0;0;0.748418;0;1;0;1;1;1;1;1
4.50341;0;0.0993999;0;0;0;0.743918;0;1;0;1;0;0;0;0
4.50641;0;0.0990999;0;0;0;0.739418;0;1;0;1;0;0;0;0
4.50941;0;0.0987999;0;0;0;0.734917;0;1;0;1;0;0;0;0
4.51241;0;0.0984999;0;0;0;0.730417;0;1;0;1;0;0;0;0
4.51541;0;0.0981998;0;0;0;0.725916;0;1;0;1;0;0;0;0
4.51841;0;0.0978998;0;0;0;0.721416;0;1;0;1;0;0;0;0
4.52141;0;0.0975998;0;0;0;0.716915;0;1;0;1;0;0;0;0
4.52441;0;0.0972998;0;0;0;0.712415;0;1;0;1;0;0;0;0
4.52741;0;0.0969997;0;0;0;0.707914;0;1;0;1;0;0;0;0
4.53041;0;0.0966997;0;0;0;0.703414;0;1;0;1;0;0;0;0
4.53341;0;0.0963997;0;0;0;0.698914;0;1;0;1;0;0;0;0
4.53641;0;0.0960996;0;0;0;0.694413;0;1;0;1;0;0;0;0
4.53941;0;0.0957996;0;0;0;0.689913;0;1;0;1;0;0;0;0
4.54241;0;0.0954996;0;0;0;0.685412;0;1;0;1;0;0;0;0
4.54541;0;0.0951996;0;0;0;0.680912;0;1;0;1;0;0;0;0
4.54841;0;0.0948995;0;0;0;0.676411;0;1;0;1;0;0;0;0
4.55141;0;0.0945995;0;0;0;0.671911;0;1;0;1;0;0;0;0
4.55441;0;0.0942995;0;0;0;0.66741;0;1;0;1;0;0;0;0
4.55741;0;0.0939995;0;0;0;0.66291;0;1;0;1;0;0;0;0
4.56041;0;0.0936994;0;0;0;0.658409;0;1;0;1;0;0;0;0
4.56341;0;0.0933994;0;0;0;0.653909;0;1;0;1;0;0;0;0
4.56641;0;0.0930994;0;0;0;0.649409;0;1;0;1;0;0;0;0
4.56941;0;0.0927993;0;0;0;0.644908;0;1;0;1;0;0;0;0
4.57241;0;0.0924993;0;0;0;0.640408;0;1;0;1;0;0;0;0
4.57541;0;0.0921993;0;0;0;0.635907;0;1;0;1;0;0;0;0
4.57841;0;0.0918993;0;0;0;0.631407;0;1;0;1;0;0;0;0
4.58141;0;0.0915992;0;0;0;0.626906;0;1;0;1;0;0;0;0
4.58441;0;0.0912992;0;0;0;0.622406;0;1;0;1;0;0;0;0
4.58741;0;0.0909992;0;0;0;0.617905;0;1;0;1;0;0;0;0
4.59041;0;0.0906992;0;0;0;0.613405;0;1;0;1;0;0;0;0
4.59341;0;0.0903991;0;0;0;0.608905;0;1;0;1;0;0;0;0
4.59641;0;0.0900991;0;0;0;0.604404;0;1;0;1;0;0;0;0
4.59941;0;0.0897991;0;0;0;0.599904;0;1;0;1;0;0;0;0
4.60241;0;0.089499;0;0;0;0.595403;0;1;0;1;0;0;0;0
4.60541;0;0.089199;0;0;0;0.590903;0;1;0;1;0;0;0;0
4.60841;0;0.088899;0;0;0;0.586402;0;1;0;1;0;0;0;0
4.61141;0;0.088599;0;0;0;0.581902;0;1;0;1;0;0;0;0
4.61442;0;0.0882989;0;0;0;0.577401;0;1;0;1;0;0;0;0
4.61742;0;0.0879989;0;0;0;0.572901;0;1;0;1;0;0;0;0
